,Date,Timestamp,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio
,,,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP
,,,Total,solana,Total,Total,Total,Total,solana,solana,solana,solana,Total,Total,Total,Total,solana,solana,solana,solana
,,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator
,09/04/2022,1649462400,526618.6442838697,,82089.7314140927,104600.56181530515,76831.94756904684,263096.403485425,,,,,2401656.7189,104774.59241330365,76755.19237667018,87920066.66291,,,,
,10/04/2022,1649548800,515233.2838722126,,74835.95959286464,96381.86779762965,85089.10175811507,258926.3547236032,,,,,2401656.7189,96612.38494811585,84919.26323165176,87920066.66291,,,,
,11/04/2022,1649635200,511681.2521530031,,74083.08824462388,98799.9630397328,82547.25377359557,256250.94709505085,,,,,2401656.7189,99068.43850808972,82464.78898461098,87920066.66291,,,,
,12/04/2022,1649721600,484533.47225830215,,66352.73166409731,98028.27535890814,83313.38965874979,236839.07557654695,,,,,2401656.7189,98305.29969344426,83230.15949925054,87920066.66291,,,,
,13/04/2022,1649808000,480117.9649693638,,64373.23816324556,95594.37809826937,85736.10856986494,234414.2401379839,,,,,2401656.7189,95971.83532660893,85564.97861263966,87920066.66291,,,,
,14/04/2022,1649894400,490128.4030315022,,69854.77945846292,94222.43581699998,87310.40113757357,238740.7866184657,,,,,2401656.7189,94316.2805161135,87223.17795961397,87920066.66291,,,,
,15/04/2022,1649980800,477443.4440182113,,63150.026363175406,95988.0598356594,85603.80057998608,232701.5572393904,,,,,2401656.7189,96023.30038690139,85518.2822976884,87920066.66291,,,,
,16/04/2022,1650067200,472941.8234562822,,64541.57028267326,100644.31936380186,80993.37707349627,226762.55673631083,,,,,2401656.7189,100543.77558821366,81002.36833638161,87920066.66291,,,,
,17/04/2022,1650153600,482286.3143839723,,67528.75090964108,103122.78435451769,78396.9094737794,233237.86964603417,,,,,2401656.7189,103232.21049764518,78318.5908828965,87920066.66291,,,,
,18/04/2022,1650240000,459847.8872050182,,60056.47636012751,102477.85915892036,79138.14786062589,218175.40382534443,,,,,2401656.7189,102493.74568950223,79059.08877185405,87920066.66291,,,,
,19/04/2022,1650326400,420697.31096194766,,56990.95369098917,99811.61276599579,81749.86319874543,182144.88130621728,,,,,2401656.7189,99890.52628175837,81668.1950037417,87920066.66291,,,,
,20/04/2022,1650412800,429871.50455718295,,56565.52421980323,96465.81391106734,85029.35299117478,191810.8134351376,,,,,2401656.7189,96523.24524198633,85039.21754040946,87920066.66291,,,,
,21/04/2022,1650499200,423977.52075917285,,55716.87480161272,98624.16668458749,82857.33125295336,186779.14802001926,,,,,2401656.7189,98705.50001660117,82866.03218633293,87920066.66291,,,,
,22/04/2022,1650585600,410020.0450934297,,54808.47216425598,93738.05324391414,87779.51518668116,173694.00449857838,,,,,2401656.7189,93795.4560630247,87779.51518668116,87920066.66291,,,,
,23/04/2022,1650672000,401695.0398532818,,52068.99841127551,88991.97322798904,92665.41845652756,167968.64975748968,,,,,2401656.7189,89004.25581529156,92572.84561091666,87920066.66291,,,,
,24/04/2022,1650758400,277090.1335311981,,52382.94297757012,12588.227688302435,12849.89017517328,199269.07269015224,,,,,2401656.7189,12575.65203626617,12837.05312205123,87920066.66291,,,,
,25/04/2022,1650844800,243086.42631027286,,47890.81220083799,13613.620342670409,11810.982642685141,169771.01112407932,,,,,2401656.7189,13613.919848907084,11799.183459225917,87920066.66291,,,,
,26/04/2022,1650931200,234145.18949765948,,46967.15904331624,13428.7919957405,11985.987006181265,161763.25145242148,,,,,2401656.7189,13439.113234704753,11974.012993188078,87920066.66291,,,,
,27/04/2022,1651017600,210153.88159968698,,43613.653717014604,13712.703996548904,11678.89046415455,141148.63342196896,,,,,2401656.7189,13745.983021443819,11667.223240913638,87920066.66291,,,,
,28/04/2022,1651104000,230862.70428377597,,53915.031848258,12235.3641001441,13148.663816516611,151563.64451885727,,,,,2401656.7189,12264.479975606188,13148.663816516611,87920066.66291,,,,
,29/04/2022,1651190400,241303.48034557348,,66180.22066197873,12024.081673967872,13372.183683357778,149726.99432626908,,,,,2401656.7189,12039.84182691931,13373.427412107105,87920066.66291,,,,
,30/04/2022,1651276800,216275.9566692749,,54105.29109352925,11824.895155121396,13571.160315135037,136774.6101054892,,,,,2401656.7189,11855.922103265642,13557.602712422617,87920066.66291,,,,
,01/05/2022,1651363200,200334.0478889593,,47771.54592817741,12383.00643277311,13018.065511442162,127161.43001656662,,,,,2401656.7189,12408.481044357175,13005.060450991172,87920066.66291,,,,
,02/05/2022,1651449600,192514.48929581908,,49515.70108714416,12635.252764769819,12785.392693595682,117578.14275030943,,,,,2401656.7189,12653.904620179965,12759.872947700282,87920066.66291,,,,
,03/05/2022,1651536000,190802.34987210564,,49801.88250176829,12235.941697027389,13151.396412916572,115613.1292603934,,,,,2401656.7189,12260.76975578285,13153.040542984447,87920066.66291,,,,
,04/05/2022,1651622400,200217.11646552943,,53794.34859813327,11763.192577574468,13640.241130325958,121019.33415949573,,,,,2401656.7189,11787.262166919316,13626.61451581015,87920066.66291,,,,
,05/05/2022,1651708800,203145.40477376952,,54090.376805304884,11475.42081149663,13938.496609584345,123641.1105473837,,,,,2401656.7189,11475.42081149663,13938.496609584345,87920066.66291,,,,
,06/05/2022,1651795200,194873.92741692145,,49362.21120623926,10808.884000477705,14611.054754002464,120091.77745620203,,,,,2401656.7189,10817.570509596912,14596.458295706758,87920066.66291,,,,
,07/05/2022,1651881600,185995.3259129994,,46481.06372341088,9950.619157545621,15452.188510252026,114111.45452179089,,,,,2401656.7189,9977.66861716676,15436.751758493534,87920066.66291,,,,
,08/05/2022,1651968000,187768.24108608166,,46311.19454368309,10317.901611915302,15119.824962107248,116019.31996837603,,,,,2401656.7189,10326.451914100178,15089.645670765716,87920066.66291,,,,
,09/05/2022,1652054400,179813.61317372852,,42982.18611591422,10011.143928093024,15429.954671147456,111390.32845857381,,,,,2401656.7189,9991.161604883258,15432.130601562276,87920066.66291,,,,
,10/05/2022,1652140800,142758.90624010525,,30682.86976021792,10479.41763359235,14861.714682000988,86734.90416429398,,,,,2401656.7189,10551.813626886416,14880.836556976703,87920066.66291,,,,
,11/05/2022,1652227200,133850.5505942589,,30972.36546111413,10326.96253328695,15212.335959829048,77338.88664002878,,,,,2401656.7189,10296.074310355883,15136.652696347313,87920066.66291,,,,
,12/05/2022,1652313600,81951.48021933495,,18967.66033512529,3588.1682742108237,21866.091954269064,37529.55965572976,,,,,2401656.7189,3577.4359663118885,21877.09613362428,87920066.66291,,,,
,13/05/2022,1652400000,71886.19361005507,,17183.133326713833,3887.5302147117764,21571.55749521234,29243.972573417122,,,,,2401656.7189,3879.770673365046,21577.297056229294,87920066.66291,,,,
,14/05/2022,1652486400,82266.49549119352,,21679.683151808735,4993.453140304109,20454.34615591543,35139.013043165236,,,,,2401656.7189,4978.517587541485,20475.94828135226,87920066.66291,,,,
,15/05/2022,1652572800,87755.49725938005,,20983.995250044973,5863.332611267,19646.402912497786,41261.7664855703,,,,,2401656.7189,5845.79522559023,19607.188535426933,87920066.66291,,,,
,16/05/2022,1652659200,104287.21962699694,,25465.390621243616,6155.920763749095,19359.97182428189,53305.93641772234,,,,,2401656.7189,6131.395183017027,19321.32916594999,87920066.66291,,,,
,17/05/2022,1652745600,103882.114043811,,23764.89758142647,5979.212584954228,19505.353653764654,54632.650223665645,,,,,2401656.7189,5967.278028896435,19485.867785978677,87920066.66291,,,,
,18/05/2022,1652832000,107067.9080881587,,24303.084835564772,6532.10411883078,18958.95010754368,57273.76902621947,,,,,2401656.7189,6512.566419572065,18940.010097446233,87920066.66291,,,,
,19/05/2022,1652918400,101953.3243624129,,25541.49912266556,5874.069662250735,19579.284939673966,50958.47063782263,,,,,2401656.7189,5868.2014607899455,19585.571908256516,87920066.66291,,,,
,20/05/2022,1653004800,99493.30404875152,,24727.43356122721,6267.060884361764,19243.350656600476,49255.45894656207,,,,,2401656.7189,6248.315936552108,19204.940775050374,87920066.66291,,,,
,21/05/2022,1653091200,95116.09900046655,,24669.45756803297,4604.3132376300955,20906.38212339018,44935.9460714133,,,,,2401656.7189,4590.541612791721,20864.65281775467,87920066.66291,,,,
,22/05/2022,1653177600,97588.30603319922,,25426.940097174025,4055.353380546048,21430.12836480686,46675.88419067229,,,,,2401656.7189,4047.258862820407,21408.719645161702,87920066.66291,,,,
