,Date,Timestamp,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio
,,,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP
,,,Total,solana,Total,Total,Total,Total,solana,solana,solana,solana,Total,Total,Total,Total,solana,solana,solana,solana
,,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator
,13/10/2022,1665619200,25668.01372656482,25668.01372656482,,11326.148755140479,14341.86497142434,,,11326.148755140479,14341.86497142434,,,11314.83392121926,14327.537433990352,,,11314.83392121926,14327.537433990352,
,14/10/2022,1665705600,25681.566461635364,25681.566461635364,,13217.585835756687,12463.980625878678,,,13217.585835756687,12463.980625878678,,,13191.203428898889,12451.529096781896,,,13191.203428898889,12451.529096781896,
,15/10/2022,1665792000,25640.731646151795,25640.731646151795,,14017.75465442645,11622.976991725345,,,14017.75465442645,11622.976991725345,,,14031.716212057447,11611.365626099247,,,14031.716212057447,11611.365626099247,
,16/10/2022,1665878400,25638.83756083467,25638.83756083467,,9127.388274912908,16511.44928592176,,,9127.388274912908,16511.44928592176,,,9132.420238464301,16511.44928592176,,,9132.420238464301,16511.44928592176,
,17/10/2022,1665964800,25624.32154641046,25624.32154641046,,12803.277853165591,12821.04369324487,,,12803.277853165591,12821.04369324487,,,12812.066931080311,12834.262984118512,,,12812.066931080311,12834.262984118512,
,18/10/2022,1666051200,25673.13999417956,25673.13999417956,,13528.536936518569,12144.60305766099,,,13528.536936518569,12144.60305766099,,,13515.021914603967,12132.470587073918,,,13515.021914603967,12132.470587073918,
,19/10/2022,1666137600,25645.324472745655,25645.324472745655,,10273.874435131765,15371.45003761389,,,10273.874435131765,15371.45003761389,,,10277.13228606645,15371.45003761389,,,10277.13228606645,15371.45003761389,
,20/10/2022,1666224000,25777.102147108406,25777.102147108406,,9360.678961741196,16416.42318536721,,,9360.678961741196,16416.42318536721,,,9314.108419642982,16334.749438176332,,,9314.108419642982,16334.749438176332,
,21/10/2022,1666310400,25649.53246918639,25649.53246918639,,11986.295989141776,13663.236480044614,,,11986.295989141776,13663.236480044614,,,11986.295989141776,13663.236480044614,,,11986.295989141776,13663.236480044614,
,22/10/2022,1666396800,25660.609543989995,25660.609543989995,,11229.243388980285,14431.36615500971,,,11229.243388980285,14431.36615500971,,,11218.025363616669,14433.603363531058,,,11218.025363616669,14433.603363531058,
,23/10/2022,1666483200,25651.709632207396,25651.709632207396,,13033.721505389356,12617.98812681804,,,13033.721505389356,12617.98812681804,,,13033.721505389356,12617.98812681804,,,13033.721505389356,12617.98812681804,
,24/10/2022,1666569600,25645.690210078028,25645.690210078028,,16246.138541114284,9399.551668963746,,,16246.138541114284,9399.551668963746,,,16252.590819669693,9399.551668963746,,,16252.590819669693,9399.551668963746,
,25/10/2022,1666656000,25677.899345443577,25677.899345443577,,15131.31537560737,10546.583969836205,,,15131.31537560737,10546.583969836205,,,15116.19917643094,10536.047921914293,,,15116.19917643094,10536.047921914293,
,26/10/2022,1666742400,25661.24275400538,25661.24275400538,,17193.585551240547,8467.657202764833,,,17193.585551240547,8467.657202764833,,,17193.585551240547,8459.198004760074,,,17193.585551240547,8459.198004760074,
,27/10/2022,1666828800,25652.929893746004,25652.929893746004,,16628.130729500477,9024.799164245529,,,16628.130729500477,9024.799164245529,,,16628.130729500477,9024.799164245529,,,16628.130729500477,9024.799164245529,
,28/10/2022,1666915200,25678.610097650977,25678.610097650977,,14576.112398551722,11102.497699099253,,,14576.112398551722,11102.497699099253,,,14561.55084770402,11091.406292806447,,,14561.55084770402,11091.406292806447,
,29/10/2022,1667001600,25636.62289079847,25636.62289079847,,16351.150885096698,9285.47200570177,,,16351.150885096698,9285.47200570177,,,16366.109509188096,9287.74750384021,,,16366.109509188096,9287.74750384021,
,30/10/2022,1667088000,25654.82485830787,25654.82485830787,,18597.83743859619,7056.9874197116815,,,18597.83743859619,7056.9874197116815,,,18597.83743859619,7056.9874197116815,,,18597.83743859619,7056.9874197116815,
,31/10/2022,1667174400,25652.152838988273,25652.152838988273,,17745.290248050926,7906.862590937346,,,17745.290248050926,7906.862590937346,,,17747.952440917063,7906.862590937346,,,17747.952440917063,7906.862590937346,
,01/11/2022,1667260800,25648.074442875724,25648.074442875724,,9250.579151107388,16397.495291768337,,,9250.579151107388,16397.495291768337,,,9257.438913342174,16397.495291768337,,,9257.438913342174,16397.495291768337,
,02/11/2022,1667347200,0.06592713757807098,0.06592713757807098,,0.022436237195444474,0.043490900382626506,,,0.022436237195444474,0.043490900382626506,,,0.022436237195444474,0.043504604332991394,,,0.022436237195444474,0.043504604332991394,
,03/11/2022,1667433600,0.06590891068570312,0.06590891068570312,,0.027885862157240943,0.038023048528462174,,,0.027885862157240943,0.038023048528462174,,,0.027885862157240943,0.03805528135176712,,,0.027885862157240943,0.03805528135176712,
,04/11/2022,1667520000,0.06593386461362546,0.06593386461362546,,0.03442130236176122,0.031512562251864246,,,0.03442130236176122,0.031512562251864246,,,0.03442130236176122,0.031520253193643495,,,0.03442130236176122,0.031520253193643495,
,05/11/2022,1667606400,0.06549152061403035,0.06549152061403035,,0.03423731999159155,0.031254200622438805,,,0.03423731999159155,0.031254200622438805,,,0.03453738075559617,0.03140522836564921,,,0.03453738075559617,0.03140522836564921,
,06/11/2022,1667692800,0.06588721210860603,0.06588721210860603,,0.03517513153479749,0.03071208057380854,,,0.03517513153479749,0.03071208057380854,,,0.035204351146248876,0.030739346374042315,,,0.035204351146248876,0.030739346374042315,
,07/11/2022,1667779200,0.06600755662198042,0.06600755662198042,,0.03156711452112077,0.03444044210085965,,,0.03156711452112077,0.03444044210085965,,,0.03150410630850376,0.03444044210085965,,,0.03150410630850376,0.03444044210085965,
,08/11/2022,1667865600,0.0660122602544736,0.0660122602544736,,0.027215521627967632,0.03879673862650597,,,0.027215521627967632,0.03879673862650597,,,0.02718833329467296,0.03875798064586011,,,0.02718833329467296,0.03875798064586011,
,09/11/2022,1667952000,0.06590906441957409,0.06590906441957409,,0.020824928253089785,0.0450841361664843,,,0.020824928253089785,0.0450841361664843,,,0.020824928253089785,0.04512917508321736,,,0.020824928253089785,0.04512917508321736,
,10/11/2022,1668038400,0.06603607614529786,0.06603607614529786,,0.005748351082270523,0.060287725063027334,,,0.005748351082270523,0.060287725063027334,,,0.005719752320667188,0.06031372027646649,,,0.005719752320667188,0.06031372027646649,
,11/11/2022,1668124800,0.06607342905325551,0.06607342905325551,,0.006237219703852722,0.05983620934940279,,,0.006237219703852722,0.05983620934940279,,,0.006206188760052461,0.05983746593618745,,,0.006206188760052461,0.05983746593618745,
,12/11/2022,1668211200,0.06606696837310252,0.06606696837310252,,0.006507995627945304,0.059558972745157215,,,0.006507995627945304,0.059558972745157215,,,0.006488530037831809,0.059558972745157215,,,0.006488530037831809,0.059558972745157215,
,13/11/2022,1668297600,0.06617168865664291,0.06617168865664291,,0.007462164257653817,0.0587095243989891,,,0.007462164257653817,0.0587095243989891,,,0.007465486399101417,0.058592339719549996,,,0.007465486399101417,0.058592339719549996,
,14/11/2022,1668384000,0.0659997158943087,0.0659997158943087,,0.008962776196352672,0.05703693969795602,,,0.008962776196352672,0.05703693969795602,,,0.008973077289080537,0.05708420542004382,,,0.008973077289080537,0.05708420542004382,
,15/11/2022,1668470400,0.0661727151809149,0.0661727151809149,,0.009143986287959234,0.05702872889295566,,,0.009143986287959234,0.05702872889295566,,,0.009143986287959234,0.05691489909476613,,,0.009143986287959234,0.05691489909476613,
,16/11/2022,1668556800,0.06606891128007933,0.06606891128007933,,0.009150095166091592,0.05691881611398774,,,0.009150095166091592,0.05691881611398774,,,0.009140954211879713,0.05691881611398774,,,0.009140954211879713,0.05691881611398774,
,17/11/2022,1668643200,0.06604688643959207,0.06604688643959207,,0.012287953410955206,0.053758933028636866,,,0.012287953410955206,0.053758933028636866,,,0.012287953410955206,0.053770278557412475,,,0.012287953410955206,0.053770278557412475,
,18/11/2022,1668729600,0.0659851332321346,0.0659851332321346,,0.02006044117973619,0.045924692052398415,,,0.02006044117973619,0.045924692052398415,,,0.020082652593504606,0.045978256721478934,,,0.020082652593504606,0.045978256721478934,
,19/11/2022,1668816000,0.06614770542502407,0.06614770542502407,,0.010173801723720278,0.05597390370130379,,,0.010173801723720278,0.05597390370130379,,,0.010153494734251775,0.05591798571558821,,,0.010153494734251775,0.05591798571558821,
,20/11/2022,1668902400,0.06608862731483485,0.06608862731483485,,0.010899692615776418,0.05518893469905843,,,0.010899692615776418,0.05518893469905843,,,0.010888803811964455,0.05518893469905843,,,0.010888803811964455,0.05518893469905843,
,21/11/2022,1668988800,0.06603286681541581,0.06603286681541581,,0.01187835154970918,0.05415451526570664,,,0.01187835154970918,0.05415451526570664,,,0.011866485064644536,0.05421344528072679,,,0.011866485064644536,0.05421344528072679,
,22/11/2022,1669075200,0.06615015557874583,0.06615015557874583,,0.009492464441884204,0.05665769113686162,,,0.009492464441884204,0.05665769113686162,,,0.00948298146042378,0.056601090046814816,,,0.00948298146042378,0.056601090046814816,
,23/11/2022,1669161600,0.06616369321928181,0.06616369321928181,,0.016439152140265693,0.04972454107901612,,,0.016439152140265693,0.04972454107901612,,,0.016406339461343008,0.04967486621280332,,,0.016406339461343008,0.04967486621280332,
,24/11/2022,1669248000,0.06610781371099934,0.06610781371099934,,0.010063597285828558,0.05604421642517079,,,0.010063597285828558,0.05604421642517079,,,0.010043510265297961,0.05604421642517079,,,0.010043510265297961,0.05604421642517079,
,25/11/2022,1669334400,0.06615292256086266,0.06615292256086266,,0.011727150437815918,0.05442577212304675,,,0.011727150437815918,0.05442577212304675,,,0.011715435002813105,0.05437140072232443,,,0.011715435002813105,0.05437140072232443,
,26/11/2022,1669420800,0.06606063844809058,0.06606063844809058,,0.012612747891875461,0.05344789055621513,,,0.012612747891875461,0.05344789055621513,,,0.012613895756389291,0.0534727553874703,,,0.012613895756389291,0.0534727553874703,
,27/11/2022,1669507200,0.06610536317766676,0.06610536317766676,,0.01510566145649197,0.05099970172117478,,,0.01510566145649197,0.05099970172117478,,,0.015090570885606365,0.05099970172117478,,,0.015090570885606365,0.05099970172117478,
,28/11/2022,1669593600,0.06610483929670002,0.06610483929670002,,0.013570576208826892,0.05253426308787313,,,0.013570576208826892,0.05253426308787313,,,0.013557019189637257,0.05253426308787313,,,0.013557019189637257,0.05253426308787313,
,29/11/2022,1669680000,0.06615707490924114,0.06615707490924114,,0.015381654302906564,0.05077542060633457,,,0.015381654302906564,0.05077542060633457,,,0.015366288014891673,0.050724695910424146,,,0.015366288014891673,0.050724695910424146,
,30/11/2022,1669766400,0.06629005142488774,0.06629005142488774,,0.01683507900918532,0.04945497241570242,,,0.01683507900918532,0.04945497241570242,,,0.016734670983285606,0.049356259895910595,,,0.016734670983285606,0.049356259895910595,
,01/12/2022,1669852800,0.06628766444806058,0.06628766444806058,,0.030588903079921535,0.03569876136813905,,,0.030588903079921535,0.03569876136813905,,,0.030497410847379402,0.035591985411903344,,,0.030497410847379402,0.035591985411903344,
,02/12/2022,1669939200,0.06632324930509004,0.06632324930509004,,0.03541600153413054,0.030907247770959496,,,0.03541600153413054,0.030907247770959496,,,0.035274901926424844,0.03081480336087687,,,0.035274901926424844,0.03081480336087687,
,03/12/2022,1670025600,0.06610505079793906,0.06610505079793906,,0.037717493360201686,0.02838755743773737,,,0.037717493360201686,0.02838755743773737,,,0.03773107654775888,0.028359198239497875,,,0.03773107654775888,0.028359198239497875,
,04/12/2022,1670112000,0.06608727239470207,0.06608727239470207,,0.03859956508581474,0.027487707308887326,,,0.03859956508581474,0.027487707308887326,,,0.03860323239289206,0.027487707308887326,,,0.03860323239289206,0.027487707308887326,
,05/12/2022,1670198400,0.06622491965142924,0.06622491965142924,,0.046885944024047325,0.019338975627381908,,,0.046885944024047325,0.019338975627381908,,,0.04679235930543645,0.019300374877626654,,,0.04679235930543645,0.019300374877626654,
,06/12/2022,1670284800,0.06615841120960304,0.06615841120960304,,0.04247306851467569,0.023685342694927353,,,0.04247306851467569,0.023685342694927353,,,0.04243063787679889,0.023661681013913444,,,0.04243063787679889,0.023661681013913444,
,07/12/2022,1670371200,0.06608398551087252,0.06608398551087252,,0.04396709752257274,0.022116887988299777,,,0.04396709752257274,0.022116887988299777,,,0.04399851246046951,0.022094793195104673,,,0.04399851246046951,0.022094793195104673,
,08/12/2022,1670457600,0.06615925195716356,0.06615925195716356,,0.038264534782661126,0.02789471717450243,,,0.038264534782661126,0.02789471717450243,,,0.03822630847418694,0.027866850324178256,,,0.03822630847418694,0.027866850324178256,
,09/12/2022,1670544000,0.0660662538741139,0.0660662538741139,,0.0385343159058081,0.027531937968305796,,,0.0385343159058081,0.027531937968305796,,,0.03856157894212018,0.027531937968305796,,,0.03856157894212018,0.027531937968305796,
,10/12/2022,1670630400,0.0660783149294016,0.0660783149294016,,0.039099079602412094,0.026979235326989506,,,0.039099079602412094,0.026979235326989506,,,0.03911445158188377,0.026979478142292786,,,0.03911445158188377,0.026979478142292786,
,11/12/2022,1670716800,0.0661101204262189,0.0661101204262189,,0.03645622005928804,0.029653900366930865,,,0.03645622005928804,0.029653900366930865,,,0.03646978681998507,0.029624276090840028,,,0.03646978681998507,0.029624276090840028,
,12/12/2022,1670803200,0.06612609715176318,0.06612609715176318,,0.03417173988271923,0.03195435726904394,,,0.03417173988271923,0.03195435726904394,,,0.03417173988271923,0.031922434834209736,,,0.03417173988271923,0.031922434834209736,
,13/12/2022,1670889600,0.06609215000003485,0.06609215000003485,,0.03625042199583363,0.029841728004201217,,,0.03625042199583363,0.029841728004201217,,,0.03625042199583363,0.029844205073222295,,,0.03625042199583363,0.029844205073222295,
,14/12/2022,1670976000,0.06608197522005435,0.06608197522005435,,0.03736180902899717,0.02872016619105718,,,0.03736180902899717,0.02872016619105718,,,0.03737511456978401,0.028720597000012178,,,0.03737511456978401,0.028720597000012178,
,15/12/2022,1671062400,0.0660841207698209,0.0660841207698209,,0.033444539178837246,0.032639581590983645,,,0.033444539178837246,0.032639581590983645,,,0.0334470477074153,0.03264914779128649,,,0.0334470477074153,0.03264914779128649,
,16/12/2022,1671148800,0.06613165446877445,0.06613165446877445,,0.03644600000634875,0.029685654462425694,,,0.03644600000634875,0.029685654462425694,,,0.03640959041593282,0.029687257574334706,,,0.03640959041593282,0.029687257574334706,
,17/12/2022,1671235200,0.06616368042283219,0.06616368042283219,,0.03552276036347945,0.03064092005935274,,,0.03552276036347945,0.03064092005935274,,,0.035487273090389064,0.03061030974960314,,,0.035487273090389064,0.03061030974960314,
,18/12/2022,1671321600,0.06612366897478433,0.06612366897478433,,0.04094546859726204,0.025178200377522296,,,0.04094546859726204,0.025178200377522296,,,0.04094546859726204,0.025153047330192108,,,0.04094546859726204,0.025153047330192108,
,19/12/2022,1671408000,0.06609814257877135,0.06609814257877135,,0.03950939088571126,0.02658875169306009,,,0.03950939088571126,0.02658875169306009,,,0.03950982549379169,0.02658875169306009,,,0.03950982549379169,0.02658875169306009,
,20/12/2022,1671494400,0.06612477155878566,0.06612477155878566,,0.04055111396611778,0.02557365759266787,,,0.04055111396611778,0.02557365759266787,,,0.04055111396611778,0.025548109483184686,,,0.04055111396611778,0.025548109483184686,
,21/12/2022,1671580800,0.06612677788231916,0.06612677788231916,,0.03710976731697261,0.029017010565346547,,,0.03710976731697261,0.029017010565346547,,,0.037140817040018065,0.028959092380585374,,,0.037140817040018065,0.028959092380585374,
,22/12/2022,1671667200,0.06620465826770798,0.06620465826770798,,0.038483461703536156,0.02772119656417182,,,0.038483461703536156,0.02772119656417182,,,0.03840664840672271,0.02769350306111071,,,0.03840664840672271,0.02769350306111071,
,23/12/2022,1671753600,0.0661663240630582,0.0661663240630582,,0.032881558121097026,0.03328476594196118,,,0.032881558121097026,0.03328476594196118,,,0.03284870941168534,0.03325151442753364,,,0.03284870941168534,0.03325151442753364,
,24/12/2022,1671840000,0.06613839334282189,0.06613839334282189,,0.028295394924122457,0.037842998418699425,,,0.028295394924122457,0.037842998418699425,,,0.028295394924122457,0.03780519322547395,,,0.028295394924122457,0.03780519322547395,
,25/12/2022,1671926400,0.06616690307046416,0.06616690307046416,,0.028107340336043965,0.0380595627344202,,,0.028107340336043965,0.0380595627344202,,,0.028079261074968997,0.03802154119322698,,,0.028079261074968997,0.03802154119322698,
,26/12/2022,1672012800,0.06619405051503924,0.06619405051503924,,0.02693620943778292,0.039257841077256314,,,0.02693620943778292,0.039257841077256314,,,0.02688244454868555,0.03921862245480152,,,0.02688244454868555,0.03921862245480152,
,27/12/2022,1672099200,0.06616796943409406,0.06616796943409406,,0.022736984534720145,0.043430984899373914,,,0.022736984534720145,0.043430984899373914,,,0.02271427026445569,0.04338759730207185,,,0.02271427026445569,0.04338759730207185,
,28/12/2022,1672185600,0.066098146630085,0.066098146630085,,0.016548082592680036,0.04955006403740496,,,0.016548082592680036,0.04955006403740496,,,0.016553578380702427,0.04955006403740496,,,0.016553578380702427,0.04955006403740496,
,29/12/2022,1672272000,0.06610569545825565,0.06610569545825565,,0.013582493400255203,0.05252320205800045,,,0.013582493400255203,0.05252320205800045,,,0.013582493400255203,0.05252320205800045,,,0.013582493400255203,0.05252320205800045,
,30/12/2022,1672358400,0.06615286928664724,0.06615286928664724,,0.018141229263271347,0.048011640023375886,,,0.018141229263271347,0.048011640023375886,,,0.018141229263271347,0.04796367634702886,,,0.018141229263271347,0.04796367634702886,
,31/12/2022,1672444800,0.06610929549410309,0.06610929549410309,,0.013494015958276975,0.052615279535826114,,,0.013494015958276975,0.052615279535826114,,,0.013494015958276975,0.052615279535826114,,,0.013494015958276975,0.052615279535826114,
,01/01/2023,1672531200,0.06617503761593364,0.06617503761593364,,0.014721339100583092,0.05145369851535055,,,0.014721339100583092,0.05145369851535055,,,0.014706632468114978,0.05140229621913143,,,0.014706632468114978,0.05140229621913143,
,02/01/2023,1672617600,0.06610844085107688,0.06610844085107688,,0.013453240346559705,0.05265520050451718,,,0.013453240346559705,0.05265520050451718,,,0.013454558893331251,0.05265520050451718,,,0.013454558893331251,0.05265520050451718,
,03/01/2023,1672704000,0.06610957970245808,0.06610957970245808,,0.01475770747365667,0.051351872228801415,,,0.01475770747365667,0.051351872228801415,,,0.01475770747365667,0.051351872228801415,,,0.01475770747365667,0.051351872228801415,
,04/01/2023,1672790400,0.0661110816982958,0.0661110816982958,,0.01407271607680854,0.052038365621487254,,,0.01407271607680854,0.052038365621487254,,,0.01407271607680854,0.052038365621487254,,,0.01407271607680854,0.052038365621487254,
,05/01/2023,1672876800,0.06617914101856591,0.06617914101856591,,0.01431223082362026,0.05186691019494565,,,0.01431223082362026,0.05186691019494565,,,0.014297932890729531,0.05181509509984581,,,0.014297932890729531,0.05181509509984581,
,06/01/2023,1672963200,0.06612950193554284,0.06612950193554284,,0.01403852881110822,0.05209097312443463,,,0.01403852881110822,0.05209097312443463,,,0.014024504306801421,0.05209097312443463,,,0.014024504306801421,0.05209097312443463,
,07/01/2023,1673049600,0.06611635886445254,0.06611635886445254,,0.014893837863226398,0.051222521001226144,,,0.014893837863226398,0.051222521001226144,,,0.014893837863226398,0.051222521001226144,,,0.014893837863226398,0.051222521001226144,
,08/01/2023,1673136000,0.0661821876824511,0.0661821876824511,,0.017470967926889406,0.04871121975556169,,,0.017470967926889406,0.04871121975556169,,,0.01745351441247693,0.048662557198363335,,,0.01745351441247693,0.048662557198363335,
,09/01/2023,1673222400,0.06608850739990499,0.06608850739990499,,0.02398634497028982,0.04210216242961517,,,0.02398634497028982,0.04210216242961517,,,0.02398634497028982,0.04212908291359695,,,0.02398634497028982,0.04212908291359695,
,10/01/2023,1673308800,0.06613990075702518,0.06613990075702518,,0.023177627284516993,0.04296227347250819,,,0.023177627284516993,0.04296227347250819,,,0.02315447281170529,0.04296227347250819,,,0.02315447281170529,0.04296227347250819,
,11/01/2023,1673395200,0.06606452716052144,0.06606452716052144,,0.028938743139617407,0.03712578402090404,,,0.028938743139617407,0.03712578402090404,,,0.028972322060885975,0.03714457917796809,,,0.028972322060885975,0.03714457917796809,
,12/01/2023,1673481600,0.06641041404122265,0.06641041404122265,,0.02696558756678381,0.03944482647443884,,,0.02696558756678381,0.03944482647443884,,,0.026751574967047432,0.039366094285867105,,,0.026751574967047432,0.039366094285867105,
,13/01/2023,1673568000,0.06615192038495714,0.06615192038495714,,0.035027447238275874,0.03112447314668126,,,0.035027447238275874,0.03112447314668126,,,0.03499245478349239,0.031125749302402656,,,0.03499245478349239,0.031125749302402656,
,14/01/2023,1673654400,0.06628778222192011,0.06628778222192011,,0.030109559416020414,0.036178222805899704,,,0.030109559416020414,0.036178222805899704,,,0.030049460495030354,0.036070012767596915,,,0.030049460495030354,0.036070012767596915,
,15/01/2023,1673740800,0.0662299657276705,0.0662299657276705,,0.03954788073328419,0.0266820849943863,,,0.03954788073328419,0.0266820849943863,,,0.03946894284758901,0.026655429564821483,,,0.03946894284758901,0.026655429564821483,
,16/01/2023,1673827200,0.06637078088005435,0.06637078088005435,,0.04585446207055673,0.020516318809497617,,,0.04585446207055673,0.020516318809497617,,,0.04567177497067404,0.020454953947654654,,,0.04567177497067404,0.020454953947654654,
,17/01/2023,1673913600,0.06607738871375415,0.06607738871375415,,0.037669126356211044,0.028408262357543113,,,0.037669126356211044,0.028408262357543113,,,0.037669126356211044,0.028457778892816612,,,0.037669126356211044,0.028457778892816612,
,18/01/2023,1674000000,0.06610864840373357,0.06610864840373357,,0.03498883757630963,0.03111981082742394,,,0.03498883757630963,0.03111981082742394,,,0.035003644117771446,0.031123888056759374,,,0.035003644117771446,0.031123888056759374,
,19/01/2023,1674086400,0.0661184256730005,0.0661184256730005,,0.028091706932331956,0.038026718740668534,,,0.028091706932331956,0.038026718740668534,,,0.02809676434991494,0.038032613795806886,,,0.02809676434991494,0.038032613795806886,
,20/01/2023,1674172800,0.06612505135987894,0.06612505135987894,,0.02678097514356336,0.039344076216315575,,,0.02678097514356336,0.039344076216315575,,,0.026786064495817566,0.039344076216315575,,,0.026786064495817566,0.039344076216315575,
,21/01/2023,1674259200,0.06607723498609268,0.06607723498609268,,0.04288425163869956,0.02319298334739312,,,0.04288425163869956,0.02319298334739312,,,0.04292885471875234,0.023203099898949062,,,0.04292885471875234,0.023203099898949062,
,22/01/2023,1674345600,0.06626504564609405,0.06626504564609405,,0.04250180316780485,0.023763242478289197,,,0.04250180316780485,0.023763242478289197,,,0.04241696922934616,0.023715810856576043,,,0.04241696922934616,0.023715810856576043,
,23/01/2023,1674432000,0.06619961181441526,0.06619961181441526,,0.04251904571306766,0.0236805661013476,,,0.04251904571306766,0.0236805661013476,,,0.04247656914392374,0.023656909192155448,,,0.04247656914392374,0.023656909192155448,
,24/01/2023,1674518400,0.06626462488981225,0.06626462488981225,,0.04469112806141641,0.021573496828395836,,,0.04469112806141641,0.021573496828395836,,,0.04469112806141641,0.021573842009867995,,,0.04469112806141641,0.021573842009867995,
,25/01/2023,1674604800,0.06623378895695786,0.06623378895695786,,0.03532993030135404,0.03090385865560382,,,0.03532993030135404,0.03090385865560382,,,0.03536140194908873,0.03090385865560382,,,0.03536140194908873,0.03090385865560382,
,26/01/2023,1674691200,0.06610963875447379,0.06610963875447379,,0.03564572527862529,0.030463913475848498,,,0.03564572527862529,0.030463913475848498,,,0.035774154493256084,0.030492362850387908,,,0.035774154493256084,0.030492362850387908,
,27/01/2023,1674777600,0.06629575655608094,0.06629575655608094,,0.03868045321532438,0.02761530334075656,,,0.03868045321532438,0.02761530334075656,,,0.03868045321532438,0.02758771562513143,,,0.03868045321532438,0.02758771562513143,
,28/01/2023,1674864000,0.06626942231106439,0.06626942231106439,,0.03989803221484005,0.026371390096224346,,,0.03989803221484005,0.026371390096224346,,,0.03989803221484005,0.026371390096224346,,,0.03989803221484005,0.026371390096224346,
,29/01/2023,1674950400,0.06636368091871873,0.06636368091871873,,0.04054517760105162,0.025818503317667114,,,0.04054517760105162,0.025818503317667114,,,0.0405046729281235,0.025766969378909297,,,0.0405046729281235,0.025766969378909297,
,30/01/2023,1675036800,0.06623571885141628,0.06623571885141628,,0.03714060448480775,0.029095114366608534,,,0.03714060448480775,0.029095114366608534,,,0.03715130406037714,0.0291215275921346,,,0.03715130406037714,0.0291215275921346,
,31/01/2023,1675123200,0.06630138638285525,0.06630138638285525,,0.03405330591246417,0.03224808047039108,,,0.03405330591246417,0.03224808047039108,,,0.034019286625838335,0.032254466854828336,,,0.034019286625838335,0.032254466854828336,
,01/02/2023,1675209600,0.0663405144192121,0.0663405144192121,,0.03225506216002879,0.0340854522591833,,,0.03225506216002879,0.0340854522591833,,,0.03222283932070809,0.03405140085832498,,,0.03222283932070809,0.03405140085832498,
,02/02/2023,1675296000,0.06629548245104734,0.06629548245104734,,0.03508382570607902,0.031211656744968317,,,0.03508382570607902,0.031211656744968317,,,0.03512587137411383,0.031149358028910498,,,0.03512587137411383,0.031149358028910498,
,03/02/2023,1675382400,0.06637472035982087,0.06637472035982087,,0.034196680008928726,0.03217804035089215,,,0.034196680008928726,0.03217804035089215,,,0.03416251749143729,0.03211381272544126,,,0.03416251749143729,0.03211381272544126,
,04/02/2023,1675468800,0.0663146622490165,0.0663146622490165,,0.03676486664321908,0.02954979560579742,,,0.03676486664321908,0.02954979560579742,,,0.036728138504714375,0.02954979560579742,,,0.036728138504714375,0.02954979560579742,
,05/02/2023,1675555200,0.06624696382370028,0.06624696382370028,,0.03670285121883626,0.02954411260486402,,,0.03670285121883626,0.02954411260486402,,,0.03671893411197731,0.029559868014515756,,,0.03671893411197731,0.029559868014515756,
,06/02/2023,1675641600,0.06630044658541095,0.06630044658541095,,0.04635449225626691,0.01994595432914404,,,0.04635449225626691,0.01994595432914404,,,0.046355187584080665,0.0199260283008432,,,0.046355187584080665,0.0199260283008432,
,07/02/2023,1675728000,0.06635059056399965,0.06635059056399965,,0.035763842279005545,0.030586748284994112,,,0.035763842279005545,0.030586748284994112,,,0.03572811416484071,0.030556192092901214,,,0.03572811416484071,0.030556192092901214,
,08/02/2023,1675814400,0.06620632134049645,0.06620632134049645,,0.03321372722655361,0.03299259411394284,,,0.03321372722655361,0.03299259411394284,,,0.03326355603349178,0.03302195062805118,,,0.03326355603349178,0.03302195062805118,
,09/02/2023,1675900800,0.06628698935506784,0.06628698935506784,,0.02746959578369827,0.03881739357136957,,,0.02746959578369827,0.03881739357136957,,,0.02746959578369827,0.03881739357136957,,,0.02746959578369827,0.03881739357136957,
,10/02/2023,1675987200,0.0662910442344734,0.0662910442344734,,0.044009130475473245,0.022281913759000165,,,0.044009130475473245,0.022281913759000165,,,0.044009130475473245,0.022281913759000165,,,0.044009130475473245,0.022281913759000165,
,11/02/2023,1676073600,0.06634313498361308,0.06634313498361308,,0.040699447288661136,0.025643687694951935,,,0.040699447288661136,0.025643687694951935,,,0.040699447288661136,0.025592502689572787,,,0.040699447288661136,0.025592502689572787,
,12/02/2023,1676160000,0.0662925717104455,0.0662925717104455,,0.03764274175776015,0.02864982995268535,,,0.03764274175776015,0.02864982995268535,,,0.03764274175776015,0.02864982995268535,,,0.03764274175776015,0.02864982995268535,
