,Date,Timestamp,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX
,11/02/2023,1676073600,385874876.08,447714083.5959284,523159205.7882056,407283005.41999996,75445122.19227722,21408129.34,385874876.08,94248295.60338216,133237803.5975139,179668679.230278,4420428.342126968,4298029.848411037,5836867.698939155,1.0251351669911317,9101367.566958603,16902610.68318342,94248295.60338216,133237803.5975139,204389675.65579897,4420428.342126968,4298029.848411037,5836867.698939155,304.36692924755977,9101367.566958603,16902610.68318342,3585675.7666606465,27067253.7151392,,2123268.823302558,3352065.0981840002,14595559.021675741,407283005.41999996,303.34179408056866,,,3585675.7666606465,24720996.425521,27067253.7151392,,14595559.021675741,2123268.823302558,3352065.0981840002,21408129.34,6374936,4352.46585404,87921.3707074698,179668679.230278,692857.1069164528,4289450.946518,843477.9911761784,1.0241110559351967,9029134.49103036,16885724.958225198,4352.46585404,87921.3707074698,204389675.65579897,692857.1069164528,4289450.946518,843477.9911761784,304.06286638117865,9029134.49103036,16885724.958225198,201555.69233618025,1249.64236912,,2119030.761779,154.801196,9631.36227691052,6728614,303.03875532524347,,,201555.69233618025,24720996.425521,1249.64236912,,9631.36227691052,2119030.761779,154.801196,353678
,12/02/2023,1676160000,423172489.96,453796250.74512935,530750818.77766675,446563397.94,76954568.03253742,23390907.98,423172489.96,94890540.41535817,135287343.06384638,180558841.410689,4469175.951580731,6447607.373629,5855907.35906068,1.0224714541346445,8664157.890690513,17622676.25780344,94890540.41535817,135287343.06384638,206357250.856278,4469175.951580731,6447607.373629,5855907.35906068,303.5760617321024,8664157.890690513,17622676.25780344,4013335.3258443335,27264690.968113083,,1983573.503336,3163628.18874168,14730628.047323043,446563397.94,302.55359027796777,,,4013335.3258443335,25798409.445589,27264690.968113083,,14730628.047323043,1983573.503336,3163628.18874168,23390907.98,6401036,4349.58472751,88079.99105695877,180558841.410689,691822.9027214755,6447607.373629,840158.8750445738,1.0241110559351967,8671433.223164748,17622676.25780344,4349.58472751,88079.99105695877,206357250.856278,691822.9027214755,6447607.373629,840158.8750445738,304.06286638117865,8671433.223164748,17622676.25780344,222839.2740613178,1248.26897574,,1983573.503336,145.01412673,9590.502387642284,6754854,303.03875532524347,,,222839.2740613178,25798409.445589,1248.26897574,,9590.502387642284,1983573.503336,145.01412673,353818
,13/02/2023,1676246400,408915353.86,452423457.50577396,530033378.334158,431474447.46000004,77609920.82838406,22559093.6,408915353.86,94394507.61033607,134202152.98183988,179883559.64386284,4382886.555058899,7283251.34772465,5688393.049996177,1.059119724944833,8913777.813622497,17674927.444213234,94394507.61033607,134202152.98183988,206697066.847299,4382886.555058899,7283251.34772465,5688393.049996177,302.64753156720167,8913777.813622497,17674927.444213234,3872219.8221190637,29051605.30721172,,2396452.8342158413,3195545.1174651496,12280288.955524279,431474447.46000004,301.58841184225685,,,3872219.8221190637,26813507.20343616,29051605.30721172,,12280288.955524279,2396452.8342158413,3195545.1174651496,22559093.6,6407323,4344.57162104,88686.47849079438,180705044.777421,691307.0276118137,7295010.905304,836528.3897053201,1.0642130485954107,8950223.122175997,17674927.444213234,4344.57162104,88686.47849079438,207641002.846238,691307.0276118137,7295010.905304,836528.3897053201,304.1029683738389,8950223.122175997,17674927.444213234,218769.48147565333,1336.99688468,,2407955.6383,147.07714445,8115.336141158773,6760803,303.03875532524347,,,218769.48147565333,26935958.068817,1336.99688468,,8115.336141158773,2407955.6383,147.07714445,353480
,14/02/2023,1676332800,424031409.48,453073101.6669307,531485272.84035003,447445368.93,78412171.17341936,23413959.450000003,424031409.48,94200608.4256125,132439437.08954525,188759521.11828336,4311398.769316487,1151086.499665,5499195.106362618,1.0631435144815722,9029484.647329956,17682368.94767203,94200608.4256125,132439437.08954525,216215199.68098733,4311398.769316487,1151086.499665,5499195.106362618,303.79734489062315,9029484.647329956,17682368.94767203,4211464.277047422,30839539.29916992,,927992.7263195327,2967058.9698300003,12010134.604147129,447445368.93,302.7342013761416,,,4211464.277047422,27455678.562703975,30839539.29916992,,12010134.604147129,927992.7263195327,2967058.9698300003,23413959.450000003,6396612,4331.06245635,88070.43343122727,188779154.150315,687623.4081844478,1151086.499665,826946.6325357319,1.0642130485954107,9020464.18314681,17700228.47820654,4331.06245635,88070.43343122727,216237688.400581,687623.4081844478,1151086.499665,826946.6325357319,304.1029683738389,9020464.18314681,17700228.47820654,239832.81759951153,1413.10205733,,929117.888082,136.41650436,7986.576984916198,6749817,303.03875532524347,,,239832.81759951153,27458534.250266,1413.10205733,,7986.576984916198,929117.888082,136.41650436,353205
,15/02/2023,1676419200,470267173.92,466017914.74935097,550045225.3036553,496326591.84000003,84027310.55430426,26059417.919999998,470267173.92,96128400.57341926,139636711.47779998,188447493.505054,4564913.903700726,2552304.5162745127,5578778.008607964,1.0663414746926014,8999927.902256746,20109383.79589637,96128400.57341926,139636711.47779998,215785815.655682,4564913.903700726,2552304.5162745127,5578778.008607964,304.71117431058656,8999927.902256746,20109383.79589637,5141831.623622779,33277592.435822643,,2038027.9964814547,4059097.24437968,12172135.458536854,496326591.84000003,303.64483283589396,,,5141831.623622779,27338322.150628,33277592.435822643,,12172135.458536854,2038027.9964814547,4059097.24437968,26059417.919999998,6348099,4332.84055591,90004.58379170317,188447493.505054,696933.4204123246,2549754.761513,825263.0190248467,1.0642130485954107,9011805.461855471,20116142.81988385,4332.84055591,90004.58379170317,215785815.655682,696933.4204123246,2549754.761513,825263.0190248467,304.1029683738389,9011805.461855471,20116142.81988385,285657.3124234877,1504.27594412,,2042877.788351,182.95759688,7845.701708436584,6699873,303.03875532524347,,,285657.3124234877,27338322.150628,1504.27594412,,7845.701708436584,2042877.788351,182.95759688,351774
,16/02/2023,1676505600,517637282.19,498613083.1979133,597881706.5720121,546374750.1,99268623.37409875,28737467.91,517637282.19,107585601.65527236,151412266.49440518,196835795.04989487,4872479.71715908,1634644.7643036756,5853839.6672929255,1.0609363366187854,8986648.7499919,21431806.03865693,107585601.65527236,151412266.49440518,228619962.71355835,4872479.71715908,1634644.7643036756,5853839.6672929255,303.1666353342158,8986648.7499919,21431806.03865693,5796915.503717393,38414669.989638105,,3351993.1919353874,4408364.23530215,15512210.684143241,546374750.1,302.105698997597,,,5796915.503717393,31784167.66366348,38414669.989638105,,15512210.684143241,3351993.1919353874,4408364.23530215,28737467.91,6338157,4363.64233037,89676.36591058271,196442909.231432,706156.4807476928,1634688.900904,802995.839134832,1.0642130485954107,9016800.932309542,21410395.64301392,4363.64233037,89676.36591058271,228163635.442673,706156.4807476928,1634688.900904,802995.839134832,304.1029683738389,9016800.932309542,21410395.64301392,292183.24111478793,1561.44500405,,3348644.547388,178.80203753,9187.357891143394,6690030,303.03875532524347,,,292183.24111478793,31720726.211241,1561.44500405,,9187.357891143394,3348644.547388,178.80203753,351873
,17/02/2023,1676592000,490545246.51000005,491922759.85451376,591326116.2708666,517934655.69000006,99403356.41635284,27389409.18,490545246.51000005,99809657.16584535,149773767.11890417,197684091.16293982,4622855.360642368,3400671.5820835256,5673202.727663745,1.0579812667219792,9038056.330373993,21920457.348079573,99809657.16584535,149773767.11890417,234376934.4939127,4622855.360642368,3400671.5820835256,5673202.727663745,303.002463646486,9038056.330373993,21920457.348079573,3821362.3061387683,35600292.96271796,,3245270.9312322,4243740.1572668,15799544.783541847,517934655.69000006,301.944482379764,,,3821362.3061387683,36692843.33097287,35600292.96271796,,15799544.783541847,3245270.9312322,4243740.1572668,27389409.18,6310887,4214.22298454,90625.33180786495,197930911.008968,703630.9529136023,3402348.940111,799042.637699119,1.0618154824290305,9038056.330373993,21940489.01454986,4214.22298454,90625.33180786495,234669567.444516,703630.9529136023,3402348.940111,799042.637699119,304.1005708076725,9038056.330373993,21940489.01454986,201974.75191008288,1500.72898418,,3252563.177877,179.1817327,9560.011849638371,6663253,303.03875532524347,,,201974.75191008288,36738656.435548,1500.72898418,,9560.011849638371,3252563.177877,179.1817327,352366
,18/02/2023,1676678400,523126656.8,509077209.33328456,614005961.3366326,552338645.76,104928752.00334804,29211988.96,523126656.8,105003296.9119705,156884687.63487467,202345272.188015,4720399.72893273,4559291.404518375,6130612.399536416,1.060203646526703,9008488.047831148,20425159.95740199,105003296.9119705,156884687.63487467,240453266.029396,4720399.72893273,4559291.404518375,6130612.399536416,303.63894614118647,9008488.047831148,20425159.95740199,5978552.38356209,37397055.16867888,,3374909.4412838845,4646104.435827251,15423834.153872453,552338645.76,302.57874249465976,,,5978552.38356209,38107993.841381,37397055.16867888,,15423834.153872453,3374909.4412838845,4646104.435827251,29211988.96,6324065,4259.9414545,92528.95137472556,202345272.188015,698283.9835699304,4560080.29841,806659.5262547916,1.0618154824290305,9017830.520250127,20425159.95740199,4259.9414545,92528.95137472556,240453266.029396,698283.9835699304,4560080.29841,806659.5262547916,304.1005708076725,9017830.520250127,20425159.95740199,305183.8889005661,1515.52338988,,3364814.996295,188.49058525,9096.81640669084,6677208,303.03875532524347,,,305183.8889005661,38107993.841381,1515.52338988,,9096.81640669084,3364814.996295,188.49058525,353143
,19/02/2023,1676764800,512778045.89,516467840.85153383,624540575.22647,541442209,108072734.37493622,28664163.11,512778045.89,106146756.51379834,160048310.61784044,203409929.5004435,4952316.550792224,6394140.993606201,6746013.836109048,1.0436983008757028,8967578.283576071,19802793.51166966,106146756.51379834,160048310.61784044,244231143.6238866,4952316.550792224,6394140.993606201,6746013.836109048,303.76062646796373,8967578.283576071,19802793.51166966,5509482.992391299,37483487.132845,,3379437.264312316,4644201.54792191,16234608.59709443,541442209,302.71692816708804,,,5509482.992391299,40821214.123443104,37483487.132845,,16234608.59709443,3379437.264312316,4644201.54792191,28664163.11,6325127,4300.39932398,94316.38937247879,203503541.129363,702456.2483393225,6395579.999106,838014.1411315587,1.0448078868515391,8976150.507310553,19803625.263930745,4300.39932398,94316.38937247879,244343541.653047,702456.2483393225,6395579.999106,838014.1411315587,304.083563212095,8976150.507310553,19803625.263930745,280666.4794901324,1517.55008635,,3365973.370829,188.15385277,9567.046723845078,6678700,303.03875532524347,,,280666.4794901324,40840000.523684,1517.55008635,,9567.046723845078,3365973.370829,188.15385277,353573
,20/02/2023,1676851200,486171250.23999995,520363472.483448,630602917.2330996,513418553.43999994,110239444.74965152,27247303.2,486171250.23999995,104518389.6375447,158965678.3236071,205406147.28204015,4000929.6064616735,7006149.848108788,6619689.55459032,1.0402493900412058,8971416.11305597,24875071.07779001,104518389.6375447,158965678.3236071,250272672.05648485,4000929.6064616735,7006149.848108788,6619689.55459032,302.7568466258006,8971416.11305597,24875071.07779001,5120256.446460847,36556455.22965186,,3341060.1391018187,4594556.9790168395,15760289.464378234,513418553.43999994,301.7165972357594,,,5120256.446460847,44866524.77444469,36556455.22965186,,15760289.464378234,3341060.1391018187,4594556.9790168395,27247303.2,6317194,4302.58478666,94833.54510851961,205456278.614022,557232.5357188961,7015740.365188,829535.0319035489,1.0448078868515391,8994423.849262383,24893816.12132937,4302.58478666,94833.54510851961,250333753.492337,557232.5357188961,7015740.365188,829535.0319035489,304.083563212095,8994423.849262383,24893816.12132937,259384.82504867512,1510.41008262,,3368938.101895,189.13868677,9402.055447471295,6671239,303.03875532524347,,,259384.82504867512,44877474.878315,1510.41008262,,9402.055447471295,3368938.101895,189.13868677,354045
,21/02/2023,1676937600,498532273.44,525117153.41121364,650996698.3890811,526645076.92,125879544.97786753,28112803.48,498532273.44,107071242.99558441,161088206.11224824,206843187.43372992,4114944.500410354,7157814.443589571,6558430.677575201,1.0443492161892114,8988488.591307063,23294837.612419713,107071242.99558441,161088206.11224824,253410403.5078066,4114944.500410354,7157814.443589571,6558430.677575201,303.95007052784496,8988488.591307063,23294837.612419713,4383257.127034234,37753339.74136616,,3353931.327966688,4868713.290389581,28952784.51131286,526645076.92,302.9057213116557,,,4383257.127034234,46567216.0740767,37753339.74136616,,28952784.51131286,3353931.327966688,4868713.290389581,28112803.48,6316932,4302.98770227,94386.88337136911,207142300.916253,555323.1444548386,7161438.131284,817759.4361066335,1.0448078868515391,8993956.917112667,23322217.896229886,4302.98770227,94386.88337136911,253776857.289733,555323.1444548386,7161438.131284,817759.4361066335,304.083563212095,8993956.917112667,23322217.896229886,210834.87864522528,1522.49625928,,3358451.804095,195.66424026,16964.389640303314,6673151,303.03875532524347,,,210834.87864522528,46634556.37348,1522.49625928,,16964.389640303314,3358451.804095,195.66424026,356219
,22/02/2023,1677024000,485004115.65,534540347.8460566,658345547.098256,512368863.65,123805199.25219944,27364747.999999996,485004115.65,104534786.97805281,165865711.87678126,215111329.79933855,3912283.588219961,7763226.034420548,6298740.388401805,1.0617749591025358,9001518.754897662,22052749.364168987,104534786.97805281,165865711.87678126,261331232.6599782,3912283.588219961,7763226.034420548,6298740.388401805,303.3953591007042,9001518.754897662,22052749.364168987,6709255.560774904,36300945.19717536,,3277650.9905345594,4151798.92232011,27145343.38717071,512368863.65,302.33358414160165,,,6709255.560774904,46219902.86063966,36300945.19717536,,27145343.38717071,3277650.9905345594,4151798.92232011,27364747.999999996,6311049,4289.31053211,99966.67804363598,215134779.490303,557305.354447288,7747730.573274,827692.5608937984,1.064251472278528,9003454.497614648,22030718.645523466,4289.31053211,99966.67804363598,261359720.869553,557305.354447288,7747730.573274,827692.5608937984,304.10300679752197,9003454.497614648,22030718.645523466,313516.6149894815,1475.16844917,,3254866.92208,170.35816841,16360.402472966478,6667129,303.03875532524347,,,313516.6149894815,46224941.37925,1475.16844917,,16360.402472966478,3254866.92208,170.35816841,356080
,23/02/2023,1677110400,474594237.84000003,536354653.301695,659734062.2038664,501431392.00000006,123379408.90217137,26837154.160000004,474594237.84000003,106106954.42590038,168693500.8878959,213129936.00811428,3844784.797224366,6691238.650827773,6376621.44068356,1.0613141382150393,9053958.351117847,22457657.678616725,106106954.42590038,168693500.8878959,264052207.4762897,3844784.797224366,6691238.650827773,6376621.44068356,303.26368249876083,9053958.351117847,22457657.678616725,6326906.761190031,33218804.438521903,,2507371.1091135456,3454140.8952731,26949612.027529,501431392.00000006,302.2023683605458,,,6326906.761190031,50922271.468175426,33218804.438521903,,26949612.027529,2507371.1091135456,3454140.8952731,26837154.160000004,6355038,4397.30436908,102927.78967503335,213176621.688264,554803.0010424771,6696120.122397,830289.2500890053,1.064251472278528,9086396.787649756,22468330.135431055,4397.30436908,102927.78967503335,264110047.576709,554803.0010424771,6696120.122397,830289.2500890053,304.10300679752197,9086396.787649756,22468330.135431055,311670.28380246455,1375.80469822,,2513660.287152,143.14715687,16443.217930705025,6714400,303.03875532524347,,,311670.28380246455,50933425.888445,1375.80469822,,16443.217930705025,2513660.287152,143.14715687,359362
,24/02/2023,1677196800,480498679.36,537694077.3877118,659974567.2935104,507220723.52000004,122280489.90579869,26722044.160000004,480498679.36,103885354.45520154,169881532.6083549,212588662.8046753,3860925.959069742,7001466.31784476,6513623.033253277,1.0594208348458558,9034062.837445466,24928448.312446006,103885354.45520154,169881532.6083549,266049820.31425998,3860925.959069742,7001466.31784476,6513623.033253277,302.7226832496681,9034062.837445466,24928448.312446006,4903533.585570361,36295143.6827733,,1489140.470647348,4109939.45183108,22021273.542129524,507220723.52000004,301.6632624148222,,,4903533.585570361,53461157.509584665,36295143.6827733,,22021273.542129524,1489140.470647348,4109939.45183108,26722044.160000004,6403234,4350.67235343,103104.10009792913,212795074.026481,553934.8578292313,7003385.245402,820355.5457497829,1.064251472278528,9060628.600502139,24973350.396458838,4350.67235343,103104.10009792913,266308139.209293,553934.8578292313,7003385.245402,820355.5457497829,304.10300679752197,9060628.600502139,24973350.396458838,250563.8010000185,1525.64706527,,1483207.640087,172.12243286,13365.099529717434,6759338,303.03875532524347,,,250563.8010000185,53513065.182812,1525.64706527,,13365.099529717434,1483207.640087,172.12243286,356104
,25/02/2023,1677283200,469675088.99999994,529322123.4650347,649534554.0636595,495815062.0799999,120212430.59862483,26139973.08,469675088.99999994,102435326.40047656,165644929.30062857,210385058.24729058,3623709.7630924615,7384649.299716553,5963390.555543039,1.0628753951248717,8915506.51536028,24969552.320051264,102435326.40047656,165644929.30062857,263376410.1096677,3623709.7630924615,7384649.299716553,5963390.555543039,303.70980160973284,8915506.51536028,24969552.320051264,5404687.359757686,33530250.47633501,,2738258.61867214,2961501.5351744997,22586078.09938218,495815062.0799999,302.64692621460796,,,5404687.359757686,52991351.86237711,33530250.47633501,,22586078.09938218,2738258.61867214,2961501.5351744997,26139973.08,6405825,4425.80801039,103294.37728428717,210499991.242509,552394.7809592168,7387515.655791,806954.0670558916,1.064251472278528,8930169.854260977,24944607.712338928,4425.80801039,103294.37728428717,263520292.18920302,552394.7809592168,7387515.655791,806954.0670558916,304.10300679752197,8930169.854260977,24944607.712338928,295338.10709058394,1451.58883399,,2727349.221785,127.9542681,14084.432782942456,6762344,303.03875532524347,,,295338.10709058394,53020300.946694,1451.58883399,,14084.432782942456,2727349.221785,127.9542681,356519
,26/02/2023,1677369600,459184113.99,528390502.80907094,648065188.5814164,484839352.71000004,119674685.77234536,25655238.720000003,459184113.99,102301854.22021161,165370229.43317336,208647086.73051137,3567417.6003693445,8134494.365178219,5663590.141986513,1.0623060205872028,9009001.910668943,25696827.344665613,102301854.22021161,165370229.43317336,262422513.90633005,3567417.6003693445,8134494.365178219,5663590.141986513,303.5471065010961,9009001.910668943,25696827.344665613,5228905.946045346,34341371.29361484,,2468945.1277266378,2771042.4723358,21088691.272003584,484839352.71000004,302.4848004805089,,,5228905.946045346,53775427.17581867,34341371.29361484,,21088691.272003584,2468945.1277266378,2771042.4723358,25655238.720000003,6401563,4428.45998962,103837.94185106768,208663779.832898,553088.0000572627,8138677.645488,772658.9552505474,1.064251472278528,8991019.870927088,25696827.344665613,4428.45998962,103837.94185106768,262443509.387081,553088.0000572627,8138677.645488,772658.9552505474,304.10300679752197,8991019.870927088,25696827.344665613,292444.4041412386,1485.73900206,,2471668.906862,119.9533558,13241.841083024767,6759227,303.03875532524347,,,292444.4041412386,53779729.554183,1485.73900206,,13241.841083024767,2471668.906862,119.9533558,357664
,27/02/2023,1677456000,480356174.09999996,532539143.79653823,654178412.2020512,507269929.65,121639268.40551294,26913755.55,480356174.09999996,103774862.88718191,169892071.68468055,206627924.2765097,3645306.025472206,8217507.702670265,5758920.344575114,1.0628881661425391,8982312.044699049,25640237.767861236,103774862.88718191,169892071.68468055,260624911.6129799,3645306.025472206,8217507.702670265,5758920.344575114,303.7134508458144,8982312.044699049,25640237.767861236,5164208.050105985,34929530.032146364,,2532842.5974050094,3000576.59744687,22014821.141375855,507269929.65,302.65056267967185,,,5164208.050105985,53996987.33647017,34929530.032146364,,22014821.141375855,2532842.5974050094,3000576.59744687,26913755.55,6400482,4416.5154227,103703.385737635,206421502.773736,553157.2117560252,8209298.404266,770939.8051640046,1.064251472278528,8989008.85629699,25660843.425131615,4416.5154227,103703.385737635,260364547.065914,553157.2117560252,8209298.404266,770939.8051640046,304.10300679752197,8989008.85629699,25660843.425131615,281889.0857044752,1486.74257394,,2542935.508438,127.70041271,13438.010768427197,6759093,303.03875532524347,,,281889.0857044752,53943044.292178,1486.74257394,,13438.010768427197,2542935.508438,127.70041271,358611
,28/02/2023,1677542400,474492073.28000003,530554215.16145813,651979913.6503133,501105854.42,121425698.48885517,26613781.14,474492073.28000003,102248911.05136369,169897676.5236578,209265777.77844235,3569173.462366787,8200465.239949,5579694.014956819,1.062841339077759,8574706.164469415,23217809.86341096,102248911.05136369,169897676.5236578,263987933.14793795,3569173.462366787,8200465.239949,5579694.014956819,303.70007031351525,8574706.164469415,23217809.86341096,4076651.588246234,34751335.2438645,,2308209.042855,3305425.3658705503,22261619.241294302,501105854.42,302.6372289744375,,,4076651.588246234,54722155.36949561,34751335.2438645,,22261619.241294302,2308209.042855,3305425.3658705503,26613781.14,6396496,4357.50739618,104279.04479558683,209056721.057385,555081.4093883028,8200465.239949,768552.8946221514,1.064251472278528,8566140.024444971,23232632.28280739,4357.50739618,104279.04479558683,263724208.938999,555081.4093883028,8200465.239949,768552.8946221514,304.10300679752197,8566140.024444971,23232632.28280739,228640.02177488696,1487.3244273,,2308209.042855,140.86619927,13663.63824146809,6755269,303.03875532524347,,,228640.02177488696,54667487.881614,1487.3244273,,13663.63824146809,2308209.042855,140.86619927,358773
,01/03/2023,1677628800,462247066.36,530151957.3111512,650395496.6877,488090405.66,120243539.37654881,25843339.3,462247066.36,101598996.48537745,167978464.71498376,208231436.25658888,3610077.365906182,8247336.826912519,5457364.068761272,1.0674442266953634,8699158.102744559,26329122.42243233,101598996.48537745,167978464.71498376,262268147.9647621,3610077.365906182,8247336.826912519,5457364.068761272,305.01531581791454,8699158.102744559,26329122.42243233,5794535.479335623,35548986.245994896,,2141483.644196565,3604246.40263968,19117271.948337257,488090405.66,303.94787159121915,,,5794535.479335623,54036711.7081732,35548986.245994896,,19117271.948337257,2141483.644196565,3604246.40263968,25843339.3,6421882,4382.28935841,104440.83707315761,207195458.96178,554543.374179137,8230875.076759,759021.428200455,1.064251472278528,8681794.513717124,26302819.602829505,4382.28935841,104440.83707315761,260963331.308221,554543.374179137,8230875.076759,759021.428200455,304.10300679752197,8681794.513717124,26302819.602829505,338268.27083103464,1534.26785697,,2130829.496713,155.46266402,11886.189626910182,6780917,303.03875532524347,,,338268.27083103464,53767872.346441,1534.26785697,,11886.189626910182,2130829.496713,155.46266402,359035
,02/03/2023,1677715200,494215536.78,531445076.72052795,652728793.2280661,522013221.45,121283716.50753818,27797684.669999998,494215536.78,104721072.80116151,168462057.31471106,202468202.556764,3209621.0726924194,8577052.601807,5700273.107590301,1.062550798425827,8716058.792995958,29590737.410254885,104721072.80116151,168462057.31471106,256244428.258827,3209621.0726924194,8577052.601807,5700273.107590301,303.6170501926596,8716058.792995958,29590737.410254885,5916145.864937253,36294070.68243632,,2139008.849023772,3614547.6509446404,19543415.203633808,522013221.45,302.55449939423374,,,5916145.864937253,53776225.702063,36294070.68243632,,19543415.203633808,2139008.849023772,3614547.6509446404,27797684.669999998,6412554,4426.82925267,101291.56734532934,202468202.556764,469929.8788715109,8577052.601807,758015.0409029656,1.064251472278528,8730070.55623872,29602430.370251134,4426.82925267,101291.56734532934,256244428.258827,469929.8788715109,8577052.601807,758015.0409029656,304.10300679752197,8730070.55623872,29602430.370251134,333868.27680232807,1534.82770256,,2139391.800156,152.79623144,11750.914056323465,6773235,303.03875532524347,,,333868.27680232807,53776225.702063,1534.82770256,,11750.914056323465,2139391.800156,152.79623144,360681
,03/03/2023,1677801600,459775083.04,529698033.18278515,650701600.3236356,485715079.85,121003567.14085045,25939996.81,459775083.04,103491361.00496319,167368176.53953326,201947628.34402654,3139178.651841008,8803691.274734356,5456617.998545579,1.0621825674164185,8944590.589892315,30546787.717066318,103491361.00496319,167368176.53953326,256813008.3552603,3139178.651841008,8803691.274734356,5456617.998545579,303.51183055230763,8944590.589892315,30546787.717066318,5209871.750296975,35703550.20774871,,1813674.2911577288,3762250.8907068796,19648537.5400584,485715079.85,302.4496479848912,,,5209871.750296975,54865380.011233784,35703550.20774871,,19648537.5400584,1813674.2911577288,3762250.8907068796,25939996.81,6395536,4416.6678476,101746.66496825633,201745882.461565,474913.5630621797,8794896.378356,752636.9653166315,1.064251472278528,8935654.934957359,30547917.990031946,4416.6678476,101746.66496825633,256556451.90335697,474913.5630621797,8794896.378356,752636.9653166315,304.10300679752197,8935654.934957359,30547917.990031946,298218.1883398383,1521.43649413,,1811862.428729,160.56038284,11944.762783098819,6756365,303.03875532524347,,,298218.1883398383,54810569.441792,1521.43649413,,11944.762783098819,1811862.428729,160.56038284,360829
,04/03/2023,1677888000,435494868.92,520546687.51383895,635507908.2373981,460033786.42,114961220.72355917,24538917.5,435494868.92,97736142.3298298,148617325.55533177,220527888.1615137,2967898.684209217,6563236.069745354,5016007.763360574,1.061947367841045,8961470.247668065,30156717.640233096,97736142.3298298,148617325.55533177,276741612.54013366,2967898.684209217,6563236.069745354,5016007.763360574,303.4446237878054,8961470.247668065,30156717.640233096,6641240.411362357,34756293.128021754,,1807169.1465870657,3646687.4071780997,11895803.869113527,460033786.42,302.38267641996435,,,6641240.411362357,56213724.37861995,34756293.128021754,,11895803.869113527,1807169.1465870657,3646687.4071780997,24538917.5,6391178,4369.07207554,94477.17844654128,220601127.735922,472595.3318804485,6556679.390355,717597.6771617415,1.064251472278528,8952517.729938127,30156717.640233096,4369.07207554,94477.17844654128,276833521.269195,472595.3318804485,6556679.390355,717597.6771617415,304.10300679752197,8952517.729938127,30156717.640233096,396019.1062231579,1545.54843152,,1801763.855022,163.01687113,7562.254136304331,6751303,303.03875532524347,,,396019.1062231579,56232393.533273,1545.54843152,,7562.254136304331,1801763.855022,163.01687113,360125
,05/03/2023,1677974400,419592039.45,522763315.0113909,631120536.7190722,443097220.65,108357221.70768127,23505181.2,419592039.45,97621614.49827188,148570582.68309575,221020717.38328582,2984857.2375022103,8193669.919672236,4823287.971417876,1.0617347976891627,9035025.14559949,30513559.110810813,97621614.49827188,148570582.68309575,278385494.33541644,2984857.2375022103,8193669.919672236,4823287.971417876,303.32865041311925,9035025.14559949,30513559.110810813,3463760.2510528197,28520989.934207417,,2086089.9489440008,3911855.46101194,13009446.893418826,443097220.65,302.2669156154301,,,3463760.2510528197,57364776.952130646,28520989.934207417,,13009446.893418826,2086089.9489440008,3911855.46101194,23505181.2,6401099,4363.36720593,94685.82597753842,220799917.46582,482986.60801006644,8185484.435237,705159.0601488122,1.0644459415021688,9016991.163272943,30483076.03477604,4363.36720593,94685.82597753842,278107386.948468,482986.60801006644,8185484.435237,705159.0601488122,304.10320126674566,9016991.163272943,30483076.03477604,214607.20266746095,1274.79506254,,2084005.943001,174.84715778,8291.077563058096,6759683,303.03875532524347,,,214607.20266746095,57307469.482648,1274.79506254,,8291.077563058096,2084005.943001,174.84715778,358584
,06/03/2023,1678060800,435995529.58,524300562.6487146,632341276.1403431,460370896.44,108040713.49162851,24375366.86,435995529.58,97498916.8782884,149154660.60350838,221533968.863412,3107216.823249342,8647419.4520899,5013962.966951814,1.0638417141925187,8969844.423835294,30374571.573537856,97498916.8782884,149154660.60350838,278577449.558697,3107216.823249342,8647419.4520899,5013962.966951814,303.927440638858,8969844.423835294,30374571.573537856,4405089.646176467,31970654.3592018,,2229342.1418194682,3621039.53268696,8770804.25285989,460370896.44,302.8635989246655,,,4405089.646176467,57043480.695285,31970654.3592018,,8770804.25285989,2229342.1418194682,3621039.53268696,24375366.86,6412642,4342.1625046,95044.13414950958,221533968.863412,488556.10428448766,8651390.440302,721433.5204247214,1.0644569703213644,8971181.129823638,30382258.28488393,4342.1625046,95044.13414950958,278577449.558697,488556.10428448766,8651390.440302,721433.5204247214,304.10321229556484,8971181.129823638,30382258.28488393,272760.9688034964,1423.3218039,,2220460.300617,161.26478724,5588.920202928588,6771156,303.03875532524347,,,272760.9688034964,57043480.695285,1423.3218039,,5588.920202928588,2220460.300617,161.26478724,358514
